TYPE,YEAR,MONTH,DAY,HOUR,MINUTE,HUNDRED_BLOCK,NEIGHBOURHOOD,X,Y
Other Theft,2025,6,22,7,23,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,22,14,23,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,22,16,10,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,23,9,37,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,24,15,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,25,20,0,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,26,11,36,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,26,16,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,26,20,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,27,19,22,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,28,9,9,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,29,14,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,6,30,21,10,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,3,18,35,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,3,22,25,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,5,7,32,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,5,8,27,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,5,13,24,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,7,11,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,7,21,40,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,8,11,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,9,15,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,9,16,42,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,11,17,55,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,12,18,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,13,13,35,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,13,21,47,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,13,21,51,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,14,14,14,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,14,21,13,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,16,21,11,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,17,15,26,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,17,19,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,18,19,57,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,19,13,45,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,20,8,5,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,23,8,54,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,23,17,17,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,23,21,50,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,24,13,32,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,26,15,1,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,28,16,55,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,29,21,25,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,30,18,37,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,31,12,21,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,31,16,49,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,7,31,18,31,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,8,1,20,23,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,8,2,9,46,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,8,2,17,3,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,8,2,20,7,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,8,5,9,6,3XX SE MARINE DR,Sunset,492774.2685,5450882.5763
Other Theft,2025,10,31,20,38,38XX W 8TH AVE,West Point Grey,486167.2843,5456961.0462
Other Theft,2025,4,6,5,10,38XX W BROADWAY AVE,West Point Grey,486221.6447,5456880.8245
Other Theft,2025,3,24,20,10,38XX W KING EDWARD AVE,Dunbar-Southlands,486147.1319,5455288.6385
Other Theft,2025,11,6,16,1,39XX CAMBIE ST,South Cambie,491600.8652,5455303.9935
Other Theft,2025,1,3,15,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,4,20,38,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,7,11,14,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,9,12,35,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,10,11,54,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,10,13,12,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,11,15,24,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,15,10,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,23,14,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,24,17,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,25,14,16,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,2,21,11,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,2,23,7,52,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,2,28,8,23,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,3,18,43,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,8,16,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,17,15,7,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,19,15,57,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,27,12,35,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,28,17,55,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,3,28,18,58,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,4,3,7,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,4,5,18,32,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,4,24,13,52,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,4,26,12,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,4,30,10,49,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,7,17,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,12,10,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,12,20,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,13,13,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,14,18,28,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,15,14,20,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,15,20,8,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,15,20,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,17,15,3,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,5,21,15,42,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,7,14,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,8,12,9,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,11,18,29,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,16,15,45,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,16,19,50,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,17,10,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,19,20,7,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,20,18,1,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,24,20,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,6,25,12,57,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,7,5,16,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,7,17,20,16,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,7,25,10,36,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,7,28,17,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,8,14,20,55,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,8,22,16,27,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,8,30,17,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,1,17,47,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,2,11,22,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,8,21,51,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,11,14,2,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,12,16,3,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,15,18,48,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,24,11,42,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,9,28,7,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,10,15,50,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,10,17,20,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,10,18,33,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,13,13,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,13,19,5,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,17,14,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,19,16,8,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,20,12,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,27,18,48,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,10,28,18,57,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,5,17,17,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,10,11,10,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,11,17,15,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,12,8,56,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,12,21,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,17,15,8,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,22,16,15,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,24,11,32,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,25,19,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,11,29,10,30,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,1,15,28,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,1,22,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,2,15,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,3,17,0,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,8,10,25,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,10,18,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,13,14,37,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,14,17,42,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,15,16,1,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,16,16,29,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,17,17,38,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,17,19,40,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,18,11,44,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,21,14,49,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,23,13,17,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,12,26,9,13,3XX E BROADWAY AVE,Mount Pleasant,492933.9023,5456669.3903
Other Theft,2025,1,7,18,21,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,1,11,18,5,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,1,25,8,47,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,1,26,12,18,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,5,17,14,17,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,8,6,8,30,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,9,2,11,38,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,11,19,17,24,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,11,28,17,40,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,12,29,13,21,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,12,29,18,48,3XX E BROADWAY AVE,Mount Pleasant,492936.7648,5456669.2373
Other Theft,2025,8,25,11,35,3XX E BROADWAY AVE [BC LIQUOR,Mount Pleasant,492936.7688,5456669.2393
Other Theft,2025,9,12,11,32,3XX E BROADWAY AVE [BC LIQUOR,Mount Pleasant,492936.7688,5456669.2393
Other Theft,2025,9,10,2,30,3XX E CORDOVA ST,Strathcona,492910.2192,5458832.9335
Other Theft,2025,5,28,0,0,3XX E CORDOVA ST,Strathcona,492913.4959,5458841.974
Other Theft,2025,5,3,5,0,3XX E HASTINGS ST,Strathcona,492946.213,5458727.7298
Other Theft,2025,9,26,13,30,3XX E HASTINGS ST,Strathcona,492968.2174,5458727.0777
Other Theft,2025,5,7,6,58,3XX E HASTINGS ST,Strathcona,492973.7185,5458726.9147
Other Theft,2025,10,11,19,42,3XX E HASTINGS ST,Strathcona,492973.7185,5458726.9147
Other Theft,2025,1,5,11,22,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.7517
Other Theft,2025,3,26,7,0,3XX E HASTINGS ST,Strathcona,492979.2196,5458726.7517
Other Theft,2025,3,20,10,50,3XX E HASTINGS ST,Strathcona,492981.7868,5458726.6753
Other Theft,2025,5,8,23,0,3XX E HASTINGS ST,Strathcona,492995.723,5458726.2626
Other Theft,2025,5,22,12,21,3XX E HASTINGS ST,Strathcona,492995.723,5458726.2626
Other Theft,2025,1,8,8,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2025,10,23,4,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2025,11,14,21,0,3XX E HASTINGS ST,Strathcona,492996.1508,5458726.2497
Other Theft,2025,10,4,22,0,3XX E HASTINGS ST,Strathcona,493022.2789,5458734.6244
Other Theft,2025,2,7,12,50,3XX E HASTINGS ST,Strathcona,493028.7296,5458725.2845
Other Theft,2025,3,27,15,30,3XX E HASTINGS ST,Strathcona,493034.2307,5458725.1215
Other Theft,2025,12,24,17,59,3XX E PENDER ST,Strathcona,492992.3479,5458617.8987
Other Theft,2025,10,9,13,21,3XX HAWKS AVE,Strathcona,493669.0364,5458808.5805
Other Theft,2025,11,27,12,46,3XX HEATLEY AVE,Strathcona,493494.8436,5458785.9267
Other Theft,2025,8,20,18,15,3XX HEATLEY AVE,Strathcona,493494.908,5458788.3198
Other Theft,2025,2,18,15,58,3XX HOWE ST,Central Business District,491694.0115,5459305.2326
Other Theft,2025,6,17,15,42,3XX HOWE ST,Central Business District,491719.0758,5459317.0065
Other Theft,2025,9,18,9,6,3XX HOWE ST,Central Business District,491721.5616,5459319.4363
Other Theft,2025,6,9,7,0,3XX JACKSON AVE,Strathcona,493212.5161,5458817.978
Other Theft,2025,9,3,2,18,3XX JACKSON AVE,Strathcona,493212.6931,5458823.7366
Other Theft,2025,1,22,9,7,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Other Theft,2025,5,10,10,0,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Other Theft,2025,8,15,20,0,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Other Theft,2025,9,11,8,0,3XX KASLO ST,Hastings-Sunrise,496611.0317,5458723.4524
Other Theft,2025,2,17,15,35,3XX KEEFER ST,Strathcona,492997.5533,5458518.0425
Other Theft,2025,2,10,14,3,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Other Theft,2025,5,22,11,30,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Other Theft,2025,8,20,20,0,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Other Theft,2025,9,3,18,0,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Other Theft,2025,12,27,20,9,3XX KEEFER ST,Strathcona,493005.2732,5458517.8105
Other Theft,2025,2,8,5,8,3XX KINGSWAY AVE,Mount Pleasant,492961.9464,5456376.404
Other Theft,2025,11,19,2,0,3XX KINGSWAY AVE,Mount Pleasant,492961.9464,5456376.404
Other Theft,2025,7,25,15,0,3XX KOOTENAY ST,Hastings-Sunrise,498134.3191,5458718.1471
Other Theft,2025,1,1,0,0,3XX WATER ST,Central Business District,492006.9633,5459085.9669
Other Theft,2025,2,6,18,0,3XX WATER ST,Central Business District,492006.9633,5459085.9669
Other Theft,2025,3,3,18,4,3XX WATER ST,Central Business District,492051.499,5459082.5096
Other Theft,2025,9,23,13,45,3XX WATER ST,Central Business District,492053.3026,5459081.9843
Other Theft,2025,10,18,16,30,3XX WATER ST,Central Business District,492053.3026,5459081.9843
Other Theft,2025,3,4,16,20,3XX WATER ST,Central Business District,492062.6928,5459079.2467
Other Theft,2025,2,15,9,50,3XX WATER ST,Central Business District,492076.9246,5459065.5737
Other Theft,2025,8,21,16,30,3XX WATER ST,Central Business District,492076.9246,5459065.5737
Other Theft,2025,10,15,10,30,3XX WATER ST,Central Business District,492076.9246,5459065.5737
Other Theft,2025,7,13,17,0,3XX WATER ST,Central Business District,492077.0535,5459065.5411
Other Theft,2025,9,14,2,0,3XX WATER ST,Central Business District,492079.972,5459064.6859
Other Theft,2025,10,19,9,25,40XX CAMBIE ST,South Cambie,491598.2563,5455174.0367
Other Theft,2025,9,30,16,20,40XX CAMBIE ST,South Cambie,491598.9933,5455212.4635
Other Theft,2025,9,18,18,16,40XX CAMBIE ST,Riley Park,491609.0494,5455259.8645
Other Theft,2025,1,11,17,44,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,2,7,3,36,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,2,17,5,56,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,2,18,4,21,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,3,9,23,47,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,3,27,10,4,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,7,6,20,36,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,7,29,0,31,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,8,4,6,0,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,8,8,4,15,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,10,12,12,20,40XX FRASER ST,Kensington-Cedar Cottage,493443.6951,5455123.8779
Other Theft,2025,10,20,13,0,40XX FRASER ST,Kensington-Cedar Cottage,493444.3775,5455158.1027
Other Theft,2025,8,8,20,43,40XX MAIN ST,Riley Park,492649.0849,5455123.9885
Other Theft,2025,11,5,13,29,40XX MILLER ST,Kensington-Cedar Cottage,495002.0755,5455083.2538
Other Theft,2025,6,10,14,30,40XX PENTICTON ST,Renfrew-Collingwood,496203.0013,5455078.1665
Other Theft,2025,4,28,10,26,40XX PERRY ST,Kensington-Cedar Cottage,494822.0271,5455163.2867
Other Theft,2025,11,6,0,0,40XX W 10TH AVE,West Point Grey,485717.1157,5456778.2881
Other Theft,2025,9,23,18,15,40XX W 14TH AVE,West Point Grey,485729.9977,5456373.6531
Other Theft,2025,9,10,0,1,40XX W 29TH AVE,Dunbar-Southlands,485782.5542,5454849.6907
Other Theft,2025,1,6,18,30,40XX W 35TH AVE,Dunbar-Southlands,485811.2325,5454209.1957
Other Theft,2025,8,12,15,34,40XX YUKON ST,Riley Park,491792.2879,5455168.6415
Other Theft,2025,3,27,2,0,40XX YUKON ST,Riley Park,491792.7346,5455181.7811
Other Theft,2025,8,31,19,35,41XX ALICE ST,Kensington-Cedar Cottage,495203.3685,5455086.5808
Other Theft,2025,3,15,21,13,41XX ATLIN ST,Renfrew-Collingwood,496658.8687,5454979.3942
